"MGS"	"meanTE"	"stdevTE"	"robustDA"	"comparison"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruminococcus_C;Ruminococcus_C sp000980705;MGS.399"	0.866186674151511	0.0538956064086337	"robust"	"IBD-HC"
"Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Actinomycetaceae;Pauljensenia;Pauljensenia sp000278725;MGS.1440"	-9.47609531439655e-08	1.15565180561127e-07	"non-sig"	"IBD-HC"
"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Phocaeicola;Phocaeicola coprophilus;MGS.1474"	6.87218467334314e-06	2.62094782625317e-15	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Clostridium_Q;Clostridium_Q symbiosum;MGS.685"	-1.52024458323921	0.0695491954675344	"robust"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;CAG-170;CAG-170 sp900553545;MGS.1330"	2.13800025357297	0.0600892015583882	"robust"	"IBD-HC"
"Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Dielma;Dielma fastidiosa;MGS.177"	1.00886233264144e-14	7.88062200208272e-15	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Ruminococcaceae;Faecalibacterium;Faecalibacterium sp900539945;MGS.1482"	3.26339187662577	0.0606945077064208	"robust"	"IBD-HC"
"Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Faecalicoccus;Faecalicoccus pleomorphus;MGS.1437"	-3.55447694261392e-08	1.57615407059553e-15	"non-sig"	"IBD-HC"
"Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Ellagibacter;Ellagibacter isourolithinifaciens;MGS.301"	6.34378832592277e-16	1.7921340104778e-15	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;Pseudoscilispira;Pseudoscilispira sp018369915;MGS.635"	-5.03673330929459e-15	4.07650228178351e-29	"non-sig"	"IBD-HC"
"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae;MGS.1544"	-0.826904044355529	0.20514888043742	"variable"	"IBD-HC"
"Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Clostridium_AQ;Clostridium_AQ innocuum;MGS.762"	-1.0192703181912	0.129252260125373	"robust"	"IBD-HC"
"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Paraprevotella;Paraprevotella clara;MGS.821"	1.36793889785047	0.0588644111775334	"robust"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;Dysosmobacter;Dysosmobacter sp900542115;MGS.838"	2.28926963674308	0.0685825949225516	"robust"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Enterocloster;Enterocloster bolteae;MGS.1486"	-3.02967466847638	0.0540557081240446	"robust"	"IBD-HC"
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Sutterella;Sutterella sp900762445;MGS.39"	-1.98627364616358e-15	1.65915141437572e-15	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Acetatifactor;Acetatifactor sp900066565;MGS.463"	4.37543015943107	0.0719392422074382	"robust"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Frisingicoccus;Frisingicoccus sp900549105;MGS.869"	6.98591185457867e-16	6.67675697143576e-17	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Anaerobutyricum;Anaerobutyricum soehngenii;MGS.1304"	0.854034532042175	0.0281203483035807	"non-sig"	"IBD-HC"
"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides xylanisolvens;MGS.1513"	1.14591577522537	0.0692182509430911	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Acutalibacteraceae;UBA1417;UBA1417 sp900552925;MGS.997"	7.21236403426497e-15	4.72927226133438e-15	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Ruminococcaceae;Gemmiger;Gemmiger sp900540775;MGS.1504"	5.04587294377039	0.0703850792991871	"robust"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Ruminococcaceae;Negativibacillus;Negativibacillus faecipullorum;MGS.283"	-2.71752019681619e-10	1.21519007317732e-09	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;RUG115;RUG115 sp900066395;MGS.785"	2.0404152203294	0.083606458413662	"robust"	"IBD-HC"
"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus paragasseri;MGS.1480"	-0.0815367946189298	0.128118509549053	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus;Lacticaseibacillus rhamnosus;MGS.769"	1.72842934257235e-15	1.66933613501486e-15	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;CAG-382;Woodwardibium;Woodwardibium gallinarum;MGS.1062"	7.38774944787662e-15	6.83580136421991e-15	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Merdisoma;Merdisoma faecalis;MGS.1316"	-8.95062795664013e-07	2.57258533306503e-06	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;CAG-83;CAG-83 sp000435555;MGS.961"	3.08634419587669	0.0380469389327866	"robust"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Ruminococcaceae;CAG-115;CAG-115 sp003531585;MGS.59"	1.56180388266244	0.0395231704200064	"robust"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Ruminococcaceae;Gemmiger;Gemmiger sp900540595;MGS.1021"	1.55744351294781e-08	2.55781542704819e-08	"non-sig"	"IBD-HC"
"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Prevotella;Prevotella sp000436035;MGS.924"	2.21164586145921	0.0463479926726346	"robust"	"IBD-HC"
"Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Actinomycetaceae;Pauljensenia;Pauljensenia sp000185285;MGS.858"	-7.2897907413293e-05	4.5335767379121e-05	"non-sig"	"IBD-HC"
"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides uniformis;MGS.975"	3.14701471456237	0.0845800402137264	"robust"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Blautia;Blautia sp001304935;MGS.988"	-0.576457534893881	0.0438632539083406	"variable"	"IBD-HC"
"Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Rubneribacter;Rubneribacter badeniensis;MGS.500"	-3.98296232768557e-09	8.8834046208121e-10	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;Dysosmobacter;Dysosmobacter sp905200545;MGS.864"	-3.46910176402228e-09	7.69794235021605e-09	"non-sig"	"IBD-HC"
"Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pasteurellaceae;Haemophilus_D;Haemophilus_D pittmaniae;MGS.832"	-0.651199344614031	0.0614810896537004	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus;Coprococcus sp900066115;MGS.1429"	2.24795680352198	0.0948979869868184	"robust"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;ER4;ER4 sp900546295;MGS.1531"	2.60439948973444e-10	1.45750991408477e-15	"non-sig"	"IBD-HC"
"Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium_A;Fusobacterium_A ulcerans;MGS.980"	-2.37071420078908e-15	6.81313298461477e-30	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Acutalibacteraceae;Anaeromassilibacillus;Anaeromassilibacillus stercoravium;MGS.318"	-0.331667336553597	0.0410555680731318	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;CAG-882;CAG-882 sp003486385;MGS.478"	0.601557830100174	0.0591960341707581	"robust"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Acutalibacteraceae;Acutalibacter;Acutalibacter stercoravium;MGS.926"	7.21645360623589e-16	4.63615867314876e-31	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Merdibacter;Merdibacter merdipullorum;MGS.442"	4.29201843860243e-15	2.71844078753156e-15	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes;Bacilli;Haloplasmatales_A;Turicibacteraceae;Turicibacter;Turicibacter sp001543345;MGS.1001"	1.24297684420328e-14	5.8551617136384e-29	"non-sig"	"IBD-HC"
"Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;CAG-1427;CAG-1427 sp000436075;MGS.493"	9.93327167200659e-16	1.17982636837866e-30	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Christensenellales;CAG-138;SFEL01;SFEL01 sp004557245;MGS.293"	1.85313189336516	0.0689997503809552	"robust"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Copromonas;Copromonas sp900066785;MGS.874"	0.785830569504695	0.106736216537786	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Christensenellales;Borkfalkiaceae;Scatosoma;Scatosoma sp003150575;MGS.680"	6.81263118010192e-16	5.27957598664448e-31	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;TANB77;CAG-508;CAG-273;CAG-273 sp000437855;MGS.1313"	1.63396089699764e-11	1.51705351779436e-15	"non-sig"	"IBD-HC"
"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Muribaculaceae;Limisoma;Limisoma sp000437795;MGS.117"	0.138704062383168	0.00247619917279938	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes;Bacilli;Lactobacillales;Enterococcaceae;Enterococcus_A;Enterococcus_A avium;MGS.401"	-2.16392580348912e-08	3.81533395304584e-08	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;CAG-194;CAG-194 sp000432915;MGS.366"	0.134049069118701	0.23834614177179	"variable"	"IBD-HC"
"Bacteria;Firmicutes_C;Negativicutes;Acidaminococcales;Acidaminococcaceae;Phascolarctobacterium;Phascolarctobacterium faecium;MGS.217"	1.77333664046537	0.0367128309101132	"variable"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;KLE1615;KLE1615 sp900066985;MGS.57"	1.86901165286046	0.0485321043521921	"robust"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Acutalibacteraceae;UBA1417;UBA1417 sp003531055;MGS.151"	3.79421943736525	0.0680112363926981	"robust"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Christensenellales;Christensenellaceae;QANA01;?;MGS.531"	3.23230721291872e-06	2.42296289961797e-06	"non-sig"	"IBD-HC"
"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides finegoldii;MGS.1542"	0.764589706047546	0.0442845511984261	"variable"	"IBD-HC"
"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis;MGS.990"	-1.62965956518374	0.0155296350564447	"robust"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Eubacterium_F;Eubacterium_F sp003491505;MGS.8"	2.32717183325575	0.0536955977439965	"robust"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Clostridium_Q;Clostridium_Q sp000435655;MGS.847"	-0.0490706204672325	0.00388767904994867	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;CAG-274;CAG-274;CAG-274 sp000432155;MGS.1453"	0.791116193649479	0.0407511626962293	"variable"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;Lachnospira sp000437735;MGS.160"	1.61347595747512	0.101475952567147	"variable"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Acutalibacteraceae;CAG-177;CAG-177 sp003538135;MGS.904"	2.03945553435639	0.0268612273670931	"robust"	"IBD-HC"
"Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Collinsella;Collinsella sp002391315;MGS.1445"	2.32374429808126	0.0701030405746885	"robust"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Eubacterium_I;Eubacterium_I ramulus;MGS.973"	1.02888945135356	0.0437072119281525	"variable"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Christensenellales;CAG-74;Alectryocaccomicrobium;Alectryocaccomicrobium faecavium;MGS.760"	2.48292804827348e-12	4.4862419204626e-12	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;TANB77;CAG-508;Merdicola;Merdicola sp001915925;MGS.1526"	7.80125450259514e-16	5.81173246445421e-31	"non-sig"	"IBD-HC"
"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes senegalensis;MGS.1458"	3.24188701631392	0.0702715689254376	"robust"	"IBD-HC"
"Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Faecalitalea;Faecalitalea cylindroides;MGS.694"	1.00673993272611e-14	3.0633260650496e-15	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;Dysosmobacter;Dysosmobacter sp014297375;MGS.661"	6.75590654183242e-16	4.92610290495387e-17	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Acutalibacteraceae;UMGS856;UMGS856 sp900546265;MGS.135"	6.55420860808012e-16	1.27388952692816e-30	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Eubacterium_F;Eubacterium_F sp000433735;MGS.56"	7.74970846256097e-16	6.70067642061236e-17	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Mediterraneibacter;Mediterraneibacter lactaris;MGS.249"	2.41898212375177	0.0479656148650178	"robust"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Anaerostipes;Anaerostipes hadrus_A;MGS.1426"	8.58752751294661e-16	5.58725591093432e-31	"non-sig"	"IBD-HC"
"Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium pseudocatenulatum;MGS.1428"	1.00265873574431	0.0549091281417825	"non-sig"	"IBD-HC"
"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides salyersiae;MGS.505"	2.49451327214071e-05	5.54296934565708e-06	"non-sig"	"IBD-HC"
"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes sp900550375;MGS.948"	1.68434178735902	0.0544162511010731	"robust"	"IBD-HC"
"Bacteria;Desulfobacterota_I;Desulfovibrionia;Desulfovibrionales;Desulfovibrionaceae;Bilophila;Bilophila wadsworthia;MGS.782"	1.50184990937778	0.0650166509009275	"variable"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Christensenellales;QAND01;UMGS1975;UMGS1975 sp900546685;MGS.165"	0.499572316157119	0.376702348875276	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;Pseudoscilispira;?;MGS.1279"	-1.90900497226435e-10	6.01833310981331e-10	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mutans;MGS.278"	-9.07299634139751e-08	1.18656557424753e-07	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Holdemanella;Holdemanella sp003458715;MGS.1390"	0.89149379499908	0.0241058726782561	"variable"	"IBD-HC"
"Bacteria;Firmicutes;Bacilli;Erysipelotrichales;Erysipelotrichaceae;Holdemania;Holdemania massiliensis;MGS.800"	-1.88032121291764e-11	8.40762100008526e-11	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Roseburia;Roseburia intestinalis;MGS.215"	2.46688859006642	0.06788188873667	"robust"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;Lawsonibacter;Lawsonibacter sp900066825;MGS.1371"	-0.0743979731499699	0.0270155210214899	"non-sig"	"IBD-HC"
"Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium animalis;MGS.238"	-9.98792747111579e-08	7.28418915557848e-07	"non-sig"	"IBD-HC"
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Oxalobacter;Oxalobacter sp900760095;MGS.152"	4.60834305423181e-11	8.75720095029146e-11	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Ruminococcaceae;Ruminiclostridium_E;Ruminiclostridium_E siraeum;MGS.852"	2.44977444451853	0.0804002421691826	"robust"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Christensenellales;CAG-74;Limiplasma;Limiplasma merdipullorum;MGS.867"	1.38102422970118e-05	1.79795028811068e-05	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Peptostreptococcales;Peptostreptococcaceae;Terrisporobacter;Terrisporobacter sp900557165;MGS.506"	9.86401701740909e-10	1.66423407190349e-09	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes_C;Negativicutes;Acidaminococcales;Acidaminococcaceae;CAG-266;CAG-266 sp000436095;MGS.49"	1.32767319239228e-05	2.7065830974589e-07	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus amylovorus;MGS.981"	-4.3391071601969e-15	2.84487619881085e-15	"variable"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Ruminococcaceae;UBA3818;UBA3818 sp900557155;MGS.799"	8.15438292751211e-16	7.90157308569256e-31	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Peptostreptococcales;Anaerovoracaceae;CAG-238;CAG-238 sp900551415;MGS.934"	-1.02050920986372e-15	2.77890106689512e-29	"non-sig"	"IBD-HC"
"Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Enorma;Enorma massiliensis;MGS.210"	6.93345356146545e-16	1.1066477605833e-15	"non-sig"	"IBD-HC"
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Sutterella;Sutterella wadsworthensis_A;MGS.3"	0.437994426236025	0.0396307250871369	"non-sig"	"IBD-HC"
"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides merdae;MGS.977"	3.25395023056356	0.0519933563665306	"robust"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Dorea_B;Dorea_B phocaeensis;MGS.720"	1.12693235189153e-15	2.50505615734048e-16	"non-sig"	"IBD-HC"
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;CAG-312;Merdousia;Merdousia gallistercoris;MGS.1413"	-4.98056606055059e-10	2.23352690645275e-10	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;Intestinimonas;Intestinimonas massiliensis;MGS.1123"	9.08270714436698e-06	5.0003040690009e-06	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Fusicatenibacter;Fusicatenibacter saccharivorans;MGS.105"	4.19959306446741	0.0818848850797019	"robust"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Limivivens;Limivivens sp900066135;MGS.1476"	9.17391578813396e-16	8.90649916198772e-17	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;Dysosmobacter;Dysosmobacter sp900548505;MGS.786"	-0.0552952336099005	0.0238978697044375	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Bariatricus;Bariatricus comes;MGS.951"	2.88505772811424	0.0773590667916734	"robust"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;TANB77;CAG-508;CAG-269;CAG-269 sp001916005;MGS.828"	0.0300823483586522	0.134532351705574	"variable"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Christensenellales;CAG-138;Phil1;Phil1 sp001940855;MGS.184"	1.40427282535239	0.0658164610962605	"robust"	"IBD-HC"
"Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Eggerthella;Eggerthella lenta;MGS.362"	-4.09236567299116e-15	3.01719668345917e-15	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus constellatus;MGS.1340"	-2.09902120314316e-05	6.63977090061682e-06	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Choladocola;Choladocola sp003480725;MGS.668"	2.34461331003839	0.0578747163001954	"robust"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Butyricicoccaceae;Butyricicoccus;Butyricicoccus pullicaecorum;MGS.639"	1.6554288394419e-15	1.46868517500261e-15	"non-sig"	"IBD-HC"
"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides distasonis;MGS.444"	1.53784920441226	0.0748112858302495	"variable"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Anaerobutyricum;Anaerobutyricum hallii;MGS.310"	3.17394174943509	0.0622277710534139	"robust"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospira;Lachnospira eligens_A;MGS.1353"	3.03137353443579	0.086006455013893	"robust"	"IBD-HC"
"Bacteria;Proteobacteria;Alphaproteobacteria;RF32;CAG-239;Scatocola;Scatocola faecipullorum;MGS.309"	6.86920107759863e-06	4.25762825955657e-06	"non-sig"	"IBD-HC"
"Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Eggerthellaceae;Adlercreutzia;Adlercreutzia celatus_A;MGS.1483"	1.75616810648293	0.0882628529283199	"robust"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Coprococcus;Coprococcus eutactus_A;MGS.489"	3.11350490440893	0.0481435170626799	"robust"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Ruminococcaceae;Gemmiger;Gemmiger qucibialis;MGS.159"	5.38832145103846	0.0753767569221481	"robust"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;Intestinimonas;Intestinimonas butyriciproducens;MGS.262"	8.54404492597169e-08	1.43286469600019e-07	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;Lawsonibacter;Lawsonibacter asaccharolyticus;MGS.285"	6.55420860808033e-16	7.90157308569256e-31	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;TANB77;CAG-508;CAG-269;CAG-269 sp000437215;MGS.1116"	-2.26157471100599e-15	1.72279092745658e-15	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Oscillospiraceae;NSJ-51;NSJ-51 sp900549795;MGS.1176"	4.36688791063001e-05	1.02049512257093e-05	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;COE1;COE1 sp001916965;MGS.208"	0.648188518091503	0.0580780724991594	"variable"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Acutalibacteraceae;Eubacterium_R;Eubacterium_R sp003526845;MGS.16"	7.81515965996705e-16	9.25542749503353e-17	"non-sig"	"IBD-HC"
"Bacteria;Actinobacteriota;Coriobacteriia;Coriobacteriales;Atopobiaceae;Paratractidigestivibacter;Paratractidigestivibacter faecalis;MGS.406"	8.0954945336295e-15	9.79033880172814e-15	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Acutalibacteraceae;UMGS1484;UMGS1484 sp900552285;MGS.1160"	4.06991876131835e-16	1.76848466422851e-15	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus;Lactiplantibacillus plantarum;MGS.259"	-4.30842948706716e-08	6.53030770423795e-08	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes_C;Negativicutes;Veillonellales;Dialisteraceae;Dialister;Dialister sp900543165;MGS.1489"	4.68757010280544e-15	1.01219438545065e-16	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Christensenellales;Christensenellaceae;NSJ-63;NSJ-63 sp014384805;MGS.629"	8.63764390796746e-16	1.06683990618254e-16	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Christensenellales;Borkfalkiaceae;UBA7597;UBA7597 sp900542935;MGS.702"	1.05046318074598e-15	1.67493294279251e-17	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Catenibacillus;Catenibacillus faecavium;MGS.866"	4.04351403278482e-15	2.43664521184035e-15	"non-sig"	"IBD-HC"
"Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Fusobacterium_A;Fusobacterium_A mortiferum;MGS.400"	9.39757172144931e-15	4.9211033354217e-15	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Lachnospirales;Lachnospiraceae;Lachnoclostridium_B;Lachnoclostridium_B sp000765215;MGS.808"	-1.10473525199267e-09	2.37738333544543e-09	"non-sig"	"IBD-HC"
"Bacteria;Firmicutes_A;Clostridia;Oscillospirales;Acutalibacteraceae;CAG-557;CAG-557 sp000435275;MGS.385"	2.54563402934378e-12	8.76466347107238e-16	"non-sig"	"IBD-HC"
